state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations
Kerala,2016,3W,99580,17754
Uttar Pradesh,2024,2W,102799,18531
Gujarat,2020,3W,135094,23016
Kerala,2023,4W,58862,1853
Rajasthan,2017,2W,112625,36715
Assam,2017,2W,34007,5114
West Bengal,2024,2W,95910,24529
Haryana,2021,2W,123461,39823
Odisha,2022,2W,71775,22143
Chhattisgarh,2021,3W,44991,2281
Assam,2017,2W,93858,15204
Gujarat,2021,3W,93735,16991
Delhi,2019,2W,81415,11502
Rajasthan,2021,3W,121617,44922
Rajasthan,2019,4W,89197,17275
Odisha,2024,2W,97080,8647
Haryana,2018,2W,48744,8032
Bihar,2023,2W,68613,627
Kerala,2016,4W,99139,43176
Gujarat,2018,2W,27055,2824
Kerala,2023,2W,27452,8634
Maharashtra,2017,4W,78432,15433
Uttar Pradesh,2019,2W,88002,21450
Chhattisgarh,2019,2W,93254,10571
Bihar,2023,3W,58957,0
Tamil Nadu,2016,3W,139889,28522
Odisha,2017,2W,48077,11653
Gujarat,2022,3W,54326,15589
Rajasthan,2016,3W,40825,1117
Tamil Nadu,2018,4W,58664,10309
Chhattisgarh,2017,3W,102068,5261
Odisha,2017,4W,107525,19668
West Bengal,2017,3W,20497,1989
Haryana,2024,2W,79978,8096
Punjab,2024,3W,90491,11129
Madhya Pradesh,2022,3W,95419,18190
Telangana,2017,2W,95012,16046
Uttar Pradesh,2019,3W,125675,19181
Assam,2023,3W,108476,28561
Odisha,2016,2W,109199,30094
Haryana,2018,4W,45407,4575
Rajasthan,2021,2W,85132,17622
Assam,2020,2W,54493,11553
Karnataka,2018,4W,52557,10841
Bihar,2016,4W,98075,15239
Punjab,2020,2W,129100,0
West Bengal,2023,3W,65851,14345
Haryana,2017,3W,75484,14908
Odisha,2016,2W,13780,3947
Bihar,2018,4W,69068,14845
West Bengal,2020,2W,99948,6611
Madhya Pradesh,2020,3W,51095,8389
Chhattisgarh,2016,3W,31115,13076
Assam,2016,4W,71855,28017
Punjab,2022,2W,68754,8965
Gujarat,2022,4W,71258,7073
Delhi,2021,4W,115989,3111
Karnataka,2023,2W,105804,0
West Bengal,2018,3W,144896,21797
Kerala,2019,2W,56002,13795
Bihar,2019,2W,38533,5605
Maharashtra,2024,3W,141997,11224
Delhi,2019,3W,93700,516
Kerala,2017,4W,73061,12133
Madhya Pradesh,2024,3W,57168,0
Kerala,2023,4W,111152,40030
Madhya Pradesh,2021,3W,162139,24324
Jharkhand,2020,3W,58834,10127
Punjab,2022,3W,20073,1776
Haryana,2022,4W,106613,24011
Gujarat,2019,2W,70734,7706
Maharashtra,2022,4W,81315,13642
Maharashtra,2017,4W,67669,11506
Rajasthan,2016,4W,100333,42675
Karnataka,2019,2W,44515,10287
Bihar,2020,4W,127785,1583
Kerala,2021,3W,86347,21515
Delhi,2023,4W,144737,41838
Tamil Nadu,2024,4W,35955,2700
Gujarat,2021,2W,32955,4588
Maharashtra,2018,3W,91928,23258
Telangana,2024,4W,52600,6536
Delhi,2020,3W,152984,31568
Karnataka,2018,2W,10006,3422
Haryana,2020,3W,63076,13013
Uttar Pradesh,2021,4W,65684,1788
Odisha,2021,3W,98045,23352
Maharashtra,2021,3W,81406,20030
Gujarat,2022,2W,63130,947
Gujarat,2021,4W,13023,2758
Karnataka,2022,3W,96660,1854
Gujarat,2022,2W,41145,10432
Gujarat,2023,3W,57133,8431
Odisha,2022,3W,76023,2102
Maharashtra,2023,4W,73516,17486
Jharkhand,2018,2W,50901,10181
Telangana,2022,2W,100626,17202
Uttar Pradesh,2018,3W,105023,16730
Haryana,2019,4W,111249,31693
Assam,2018,4W,95459,17985
Tamil Nadu,2021,4W,117315,31378
Uttar Pradesh,2022,2W,73617,7612
Karnataka,2018,3W,54794,10733
Jharkhand,2019,2W,63748,5956
Maharashtra,2024,3W,50198,7326
Chhattisgarh,2023,3W,100290,7998
Madhya Pradesh,2016,2W,132789,0
Punjab,2022,4W,121296,21067
Uttar Pradesh,2023,4W,87025,8769
Assam,2018,4W,44591,12921
Assam,2022,4W,27769,5837
Kerala,2024,4W,83010,3950
Haryana,2021,4W,51859,12183
Madhya Pradesh,2021,4W,115970,37320
Odisha,2020,3W,57136,15175
Bihar,2023,3W,102291,29105
Karnataka,2017,4W,95298,23081
Kerala,2019,4W,96170,23347
Uttar Pradesh,2021,4W,26893,3866
Haryana,2022,4W,43451,10340
Odisha,2023,2W,79131,19735
Odisha,2022,2W,64534,13439
Madhya Pradesh,2018,3W,91878,18260
West Bengal,2023,2W,56890,7610
Rajasthan,2022,2W,73899,21151
Telangana,2021,2W,122155,20843
Tamil Nadu,2024,4W,76658,7550
Gujarat,2016,2W,48480,8810
Uttar Pradesh,2020,3W,16544,1087
West Bengal,2020,3W,48091,8895
Delhi,2018,2W,92268,14441
Tamil Nadu,2023,4W,79662,1661
Rajasthan,2020,4W,83471,21197
Assam,2019,4W,88566,12964
Telangana,2019,2W,90508,4492
Tamil Nadu,2021,2W,74179,7874
Haryana,2019,2W,86322,27141
Assam,2020,2W,66628,7549
Odisha,2020,4W,82538,21588
Uttar Pradesh,2020,3W,74527,2101
Gujarat,2023,3W,96248,7351
Madhya Pradesh,2020,4W,107413,33752
Kerala,2018,3W,65924,17155
Haryana,2021,3W,57718,15048
Delhi,2018,2W,83412,13876
Chhattisgarh,2018,4W,66541,2250
Bihar,2018,3W,59818,13547
Madhya Pradesh,2024,4W,72371,20187
Punjab,2020,3W,62151,1876
Karnataka,2022,4W,114177,23456
Telangana,2020,2W,103740,29682
Uttar Pradesh,2019,2W,115589,14866
Madhya Pradesh,2016,3W,86287,13598
West Bengal,2024,2W,120458,43828
Punjab,2022,4W,54862,12798
Punjab,2021,3W,9876,2617
Telangana,2018,3W,110937,20422
West Bengal,2018,2W,36620,3378
Chhattisgarh,2022,2W,86057,24028
Uttar Pradesh,2019,4W,88923,18377
Haryana,2020,3W,96436,20240
Jharkhand,2018,4W,86501,13905
Maharashtra,2021,4W,60318,0
Kerala,2022,3W,76121,875
Karnataka,2022,3W,59195,10135
Chhattisgarh,2024,2W,87377,18152
Telangana,2016,4W,43932,3911
Delhi,2018,2W,74293,15794
Rajasthan,2018,3W,50929,15961
West Bengal,2021,3W,64836,5430
Rajasthan,2023,3W,79520,18372
Haryana,2024,3W,95646,6093
Bihar,2019,3W,87188,4181
Odisha,2016,2W,122950,18204
Kerala,2016,3W,112283,13255
Punjab,2018,3W,110437,40090
Chhattisgarh,2020,4W,68232,14978
Haryana,2023,4W,132665,2514
Kerala,2018,4W,69345,13140
Bihar,2017,3W,92554,11618
Jharkhand,2022,3W,108622,634
Maharashtra,2017,3W,69467,15177
Punjab,2024,4W,83583,20843
Tamil Nadu,2022,3W,85073,21116
Uttar Pradesh,2017,4W,95295,16795
Tamil Nadu,2017,3W,102394,0
Telangana,2020,3W,91937,15952
Madhya Pradesh,2016,2W,46409,7219
Telangana,2018,2W,81944,28882
Telangana,2017,3W,64890,6158
Punjab,2018,4W,82950,22094
Tamil Nadu,2021,2W,80189,21610
Jharkhand,2016,3W,146667,32580
Odisha,2021,2W,36686,7990
Chhattisgarh,2016,2W,94445,16870
Haryana,2019,3W,115728,31737
Gujarat,2018,3W,60476,0
West Bengal,2022,4W,109299,6760
West Bengal,2020,3W,79582,4943
Assam,2023,2W,37489,9528
Kerala,2024,3W,102612,19092
Madhya Pradesh,2017,3W,83477,9342
Assam,2017,3W,74408,4799
Gujarat,2020,3W,85197,16262
Maharashtra,2018,3W,59797,15798
Rajasthan,2022,2W,77497,17368
Chhattisgarh,2016,4W,72650,20597
Delhi,2016,2W,101781,14390
Punjab,2022,3W,46149,11384
Maharashtra,2017,3W,96970,24311
Delhi,2019,2W,109487,25904
Telangana,2021,3W,131783,45011
Telangana,2022,4W,141778,39065
Maharashtra,2022,2W,82185,24511
Karnataka,2019,2W,86264,8791
West Bengal,2018,3W,51625,7023
Uttar Pradesh,2021,2W,87809,16010
Jharkhand,2018,3W,55975,21135
Telangana,2024,4W,96059,26675
Karnataka,2016,2W,64587,10591
Telangana,2023,3W,62580,17553
Uttar Pradesh,2022,4W,54057,3904
Chhattisgarh,2021,3W,61184,12502
Madhya Pradesh,2019,2W,107187,24773
Bihar,2017,4W,43174,12402
Bihar,2016,3W,43236,11865
Madhya Pradesh,2018,3W,54225,12745
Rajasthan,2024,4W,75875,19609
Jharkhand,2019,2W,48172,15638
Uttar Pradesh,2022,3W,60255,0
Rajasthan,2020,3W,78281,23320
Chhattisgarh,2022,3W,20996,2514
Tamil Nadu,2022,2W,82530,21533
Chhattisgarh,2019,4W,105564,854
Haryana,2017,2W,80284,12311
Bihar,2020,3W,87447,9407
Bihar,2023,4W,78162,11213
Maharashtra,2017,4W,92734,25769
Rajasthan,2017,4W,69483,15934
Telangana,2020,3W,68246,12358
Madhya Pradesh,2021,2W,138447,4520
Odisha,2021,3W,124597,25815
Madhya Pradesh,2020,3W,106395,9911
Punjab,2019,4W,53242,2306
Bihar,2023,2W,108690,23964
Madhya Pradesh,2020,3W,1000,95
Rajasthan,2019,2W,73850,7658
Haryana,2019,2W,84931,23693
Tamil Nadu,2017,2W,109115,34613
Telangana,2024,3W,91575,9803
Bihar,2022,2W,78803,13985
Assam,2016,3W,73932,5260
Tamil Nadu,2022,3W,88556,13310
Delhi,2020,2W,4167,423
West Bengal,2022,2W,58106,0
Punjab,2016,2W,92620,25253
Kerala,2019,3W,50259,364
Tamil Nadu,2024,4W,101837,0
Jharkhand,2023,2W,103242,35046
Haryana,2020,4W,158264,42817
Jharkhand,2018,3W,91803,18747
Haryana,2024,3W,67711,22958
Jharkhand,2019,3W,63390,17978
Odisha,2021,4W,102619,8530
Kerala,2019,3W,85748,3072
Assam,2017,4W,139217,26997
Madhya Pradesh,2019,2W,105415,35498
Kerala,2019,3W,111941,22025
Karnataka,2018,3W,76318,9281
Karnataka,2018,4W,76831,19417
Tamil Nadu,2017,3W,70044,12481
Odisha,2023,2W,152204,33885
Punjab,2020,4W,84934,17346
Jharkhand,2021,2W,102537,24289
Maharashtra,2020,2W,59056,14797
Jharkhand,2019,2W,82322,31285
Telangana,2022,2W,45042,2557
Chhattisgarh,2023,2W,84657,9718
Karnataka,2023,3W,140627,0
Assam,2021,2W,87494,18942
Madhya Pradesh,2019,2W,93302,1851
Maharashtra,2022,3W,61838,0
Uttar Pradesh,2016,3W,28456,2799
Gujarat,2018,3W,65971,10026
Uttar Pradesh,2022,4W,85007,23957
Assam,2016,2W,113407,15498
Haryana,2023,3W,59652,8718
Odisha,2016,2W,112756,25214
Madhya Pradesh,2023,2W,24070,0
Madhya Pradesh,2021,4W,59876,7037
Delhi,2019,4W,90754,18076
Bihar,2016,3W,140263,17228
Punjab,2018,3W,73305,19515
Gujarat,2020,2W,93272,21425
Maharashtra,2018,3W,117750,13513
Gujarat,2017,2W,68158,22136
West Bengal,2023,3W,42939,9337
Telangana,2017,3W,71105,16917
Madhya Pradesh,2017,2W,34613,3266
Assam,2024,2W,109060,8964
Odisha,2018,2W,115320,17153
Assam,2024,2W,106575,18255
Bihar,2017,4W,55740,12819
Telangana,2016,2W,155204,22557
Haryana,2020,3W,83457,17054
Telangana,2017,2W,56370,6815
Tamil Nadu,2016,3W,117622,27445
Rajasthan,2023,3W,43381,7921
Bihar,2016,2W,112499,13879
Assam,2018,2W,79769,15776
Kerala,2017,4W,124018,40407
Assam,2016,2W,75013,18965
Tamil Nadu,2021,3W,65381,7657
Uttar Pradesh,2024,2W,142068,5691
Chhattisgarh,2018,2W,98836,10379
Uttar Pradesh,2020,4W,95696,30501
Delhi,2023,2W,77576,13586
West Bengal,2024,2W,91259,21305
Uttar Pradesh,2020,2W,107729,27179
Rajasthan,2017,4W,41952,0
West Bengal,2022,3W,151432,20964
Rajasthan,2018,4W,75067,11980
Tamil Nadu,2022,4W,84089,15684
Karnataka,2021,2W,69707,7020
Rajasthan,2016,3W,162291,3372
Haryana,2019,3W,63926,15985
Punjab,2016,2W,48166,19173
Karnataka,2020,4W,56183,7655
Punjab,2019,4W,114114,411
Karnataka,2018,2W,123874,16156
Uttar Pradesh,2018,2W,77505,9000
West Bengal,2023,3W,45688,10569
Punjab,2024,2W,64234,16613
Assam,2021,3W,82182,20212
Jharkhand,2024,2W,51956,8718
Odisha,2016,3W,87907,6237
Rajasthan,2022,3W,59044,7512
Telangana,2022,4W,24578,6626
Jharkhand,2020,2W,67496,5578
Jharkhand,2018,4W,83285,2918
Uttar Pradesh,2016,3W,81074,20027
Madhya Pradesh,2024,2W,109321,13738
Karnataka,2019,4W,112910,21950
Bihar,2016,4W,47218,10611
Uttar Pradesh,2021,4W,54669,14126
Madhya Pradesh,2023,4W,41600,8479
Gujarat,2021,3W,54534,18258
Jharkhand,2019,2W,85876,9830
Odisha,2023,3W,115269,0
Assam,2023,3W,80989,14380
Jharkhand,2023,4W,102583,21410
Delhi,2019,2W,112746,24539
Maharashtra,2016,4W,56394,15429
Jharkhand,2018,2W,100486,29469
Chhattisgarh,2021,3W,73311,0
Gujarat,2019,3W,52767,9001
Bihar,2018,3W,104867,28435
Jharkhand,2019,4W,134491,21587
Tamil Nadu,2019,2W,144189,20487
Jharkhand,2020,3W,72480,17317
Telangana,2017,3W,87508,6154
Tamil Nadu,2017,2W,110032,38380
Telangana,2020,4W,155425,0
Bihar,2018,4W,45231,12741
Telangana,2023,2W,36808,7902
Telangana,2017,3W,76407,17039
Punjab,2017,2W,23234,7459
Rajasthan,2020,2W,113794,5140
Telangana,2020,2W,120610,12083
Punjab,2021,4W,76639,18240
West Bengal,2021,3W,102138,28692
Telangana,2019,2W,91150,22956
Bihar,2023,3W,58307,6367
Chhattisgarh,2021,2W,37997,6001
Maharashtra,2024,3W,53372,12824
Telangana,2017,4W,140446,26031
Gujarat,2023,3W,86252,19819
Odisha,2019,4W,143006,27460
Maharashtra,2024,2W,104752,44027
Assam,2022,4W,47146,2122
Maharashtra,2022,2W,68040,4654
Assam,2023,4W,99416,21015
Kerala,2024,4W,90141,15164
Telangana,2019,3W,118843,25464
Assam,2018,4W,80904,12553
Gujarat,2018,2W,119619,27710
Bihar,2020,2W,86316,7941
Assam,2023,4W,79270,8568
Assam,2018,4W,28669,7378
Odisha,2018,3W,81977,18421
Assam,2018,2W,111696,12079
Haryana,2017,2W,82180,8867
Maharashtra,2019,4W,124702,22330
West Bengal,2016,4W,92432,17197
Punjab,2017,4W,59202,10972
Odisha,2021,3W,83107,27336
Uttar Pradesh,2019,3W,35321,7772
West Bengal,2019,4W,50353,6629
Telangana,2023,2W,68243,20378
Punjab,2023,3W,55797,3839
Telangana,2023,4W,82489,14278
Kerala,2021,4W,117251,33811
Telangana,2018,3W,49930,16207
Odisha,2019,2W,138674,24809
Madhya Pradesh,2019,3W,88556,18532
Maharashtra,2021,3W,78298,0
Gujarat,2022,2W,23326,2974
Uttar Pradesh,2024,3W,107633,27714
Gujarat,2024,4W,54472,489
Maharashtra,2022,3W,99673,12608
Haryana,2020,4W,80091,23649
Maharashtra,2017,2W,66582,20519
Chhattisgarh,2022,2W,57714,17345
Odisha,2023,2W,106846,12989
Punjab,2022,4W,65647,6290
Tamil Nadu,2024,2W,80116,31225
Tamil Nadu,2018,2W,75696,10508
Gujarat,2022,4W,96965,14912
Chhattisgarh,2024,2W,104569,7899
Bihar,2019,4W,70909,19706
Gujarat,2016,2W,73756,13610
Telangana,2017,4W,75057,12317
Gujarat,2020,4W,121998,21195
Jharkhand,2017,3W,117718,3627
Telangana,2021,3W,88186,18050
West Bengal,2018,4W,124083,25656
Kerala,2022,3W,121796,21363
Tamil Nadu,2016,3W,68801,10436
Karnataka,2023,2W,87680,13398
Delhi,2018,3W,83597,20029
Odisha,2021,3W,21468,4554
Rajasthan,2018,4W,103477,10163
Haryana,2018,3W,73951,13098
Gujarat,2017,4W,112043,439
Gujarat,2021,2W,76296,0
Madhya Pradesh,2021,3W,119292,8167
Odisha,2023,2W,96002,16496
West Bengal,2019,4W,70286,11885
Tamil Nadu,2021,2W,87607,14627
Odisha,2018,4W,47126,13279
Punjab,2019,4W,67633,6212
Rajasthan,2021,3W,110351,9881
Jharkhand,2022,4W,128559,26498
Maharashtra,2023,3W,108455,25960
Haryana,2024,4W,71794,22521
Assam,2023,2W,123102,29620
Haryana,2018,2W,121798,31209
Odisha,2017,2W,132119,51987
West Bengal,2022,2W,63030,3978
Odisha,2023,2W,79661,14895
Odisha,2017,3W,76041,26542
Chhattisgarh,2018,2W,72219,13511
Rajasthan,2022,2W,128335,17325
Gujarat,2019,4W,129971,43088
Jharkhand,2016,4W,115250,10655
Jharkhand,2023,4W,133276,59076
Uttar Pradesh,2021,4W,87803,16561
Tamil Nadu,2021,2W,65488,10405
Odisha,2021,3W,48724,10118
Gujarat,2022,3W,143156,26873
Karnataka,2016,2W,96508,20665
West Bengal,2023,3W,76904,18591
Maharashtra,2018,4W,145899,1378
Uttar Pradesh,2022,4W,75868,18425
Karnataka,2017,2W,103533,15098
Odisha,2018,2W,95124,22145
Odisha,2023,4W,102179,30769
Rajasthan,2023,2W,57493,3130
Uttar Pradesh,2023,3W,113072,15734
Telangana,2023,3W,65030,6256
Bihar,2017,2W,54150,9789
Rajasthan,2021,4W,66638,17962
Maharashtra,2023,2W,42024,10233
Odisha,2024,2W,85592,20121
Gujarat,2022,3W,97896,17176
Haryana,2016,3W,127544,15991
Telangana,2021,3W,51835,10756
Punjab,2017,3W,129726,30325
Delhi,2017,3W,45298,7760
Haryana,2017,3W,102582,29682
Chhattisgarh,2024,2W,120257,38516
Telangana,2018,3W,24773,4363
Haryana,2022,2W,84009,15400
Punjab,2017,3W,123098,160
Uttar Pradesh,2017,4W,156856,38715
Jharkhand,2021,4W,62092,11561
Tamil Nadu,2021,4W,53014,13726
Odisha,2018,3W,60745,13533
Haryana,2021,4W,114781,33891
Maharashtra,2021,4W,97418,21650
Madhya Pradesh,2024,3W,68351,6183
Haryana,2017,3W,88348,13762
Delhi,2023,3W,89624,22293
Rajasthan,2023,4W,88588,32423
Kerala,2021,2W,68429,10990
Assam,2022,3W,110954,16244
Maharashtra,2017,2W,88147,2961
Odisha,2022,3W,64706,4434
Jharkhand,2019,4W,78239,18586
Odisha,2018,2W,89561,29179
Odisha,2024,2W,91399,24081
Jharkhand,2020,3W,12808,1320
Uttar Pradesh,2023,4W,66845,7892
Gujarat,2016,4W,113519,14063
Maharashtra,2018,2W,157654,60501
Rajasthan,2017,4W,74576,9500
Jharkhand,2018,2W,6333,695
Telangana,2020,4W,109268,19750
Haryana,2018,3W,42271,4945
Madhya Pradesh,2016,3W,104448,20686
Jharkhand,2022,4W,65500,14753
Rajasthan,2024,4W,67699,18323
Punjab,2018,4W,64641,18681
Odisha,2023,3W,94091,33544
Bihar,2024,2W,37510,8755
Maharashtra,2024,2W,109461,40462
Delhi,2022,4W,70055,19244
Jharkhand,2018,3W,49359,13161
Kerala,2016,3W,67729,8360
Telangana,2017,2W,88776,8058
Madhya Pradesh,2016,3W,134363,16333
Gujarat,2018,4W,71088,22250
Uttar Pradesh,2022,4W,52948,9289
Madhya Pradesh,2021,2W,45598,12790
Kerala,2020,3W,69932,16259
Assam,2022,2W,62308,16802
West Bengal,2017,4W,34970,11448
Haryana,2022,4W,83780,320
Madhya Pradesh,2016,3W,42428,6075
Telangana,2020,4W,74735,22972
Jharkhand,2023,4W,54758,11534
Bihar,2020,4W,65860,15056
Rajasthan,2021,4W,24666,6046
Jharkhand,2019,3W,78338,23637
Karnataka,2016,2W,57840,4586
Rajasthan,2016,3W,77611,21251
Rajasthan,2017,4W,89437,17232
Telangana,2016,4W,96629,19914
Telangana,2017,3W,115846,4427
Madhya Pradesh,2023,4W,63104,16319
Telangana,2018,3W,68888,10720
Chhattisgarh,2019,3W,99057,26366
Karnataka,2016,4W,56209,5638
Punjab,2024,4W,112830,18825
Odisha,2018,2W,54251,8380
Delhi,2021,3W,102086,20926
Odisha,2022,4W,53943,19803
Karnataka,2017,2W,165705,413
Kerala,2020,4W,75158,9277
Maharashtra,2017,3W,100807,19190
Odisha,2024,3W,70307,18150
Rajasthan,2023,4W,83971,4720
Chhattisgarh,2019,3W,104520,35761
Uttar Pradesh,2021,3W,93971,31242
Rajasthan,2022,3W,71166,21878
Chhattisgarh,2021,3W,50863,6980
Rajasthan,2016,2W,30077,5362
Punjab,2016,4W,81993,16057
Rajasthan,2022,3W,126302,0
Kerala,2021,2W,100899,5564
Maharashtra,2019,4W,78168,0
Tamil Nadu,2019,2W,80620,24929
Madhya Pradesh,2016,4W,93411,8306
Gujarat,2017,3W,70398,0
Tamil Nadu,2020,3W,71317,16158
Punjab,2016,4W,47160,9176
Uttar Pradesh,2017,4W,90273,14658
Odisha,2021,4W,97291,39392
Bihar,2020,2W,87125,36422
Rajasthan,2017,2W,63773,21908
Odisha,2023,4W,156378,42423
Karnataka,2021,2W,67298,0
Karnataka,2022,4W,96725,8297
Delhi,2016,4W,100923,29879
Assam,2019,4W,77460,14674
West Bengal,2019,4W,58757,2550
Haryana,2016,2W,104797,20387
Assam,2020,4W,71697,13174
Assam,2024,4W,60383,18899
Bihar,2020,4W,78832,4290
Maharashtra,2017,2W,84049,13650
West Bengal,2021,4W,99863,21443
Jharkhand,2022,2W,56225,14564
Maharashtra,2022,4W,47112,7756
Chhattisgarh,2019,2W,106821,34098
Telangana,2020,3W,29235,7033
West Bengal,2021,3W,134306,25693
Uttar Pradesh,2018,3W,78014,12019
Delhi,2021,3W,110918,10276
Delhi,2024,4W,70605,12803
Karnataka,2020,2W,89431,19959
Maharashtra,2020,2W,38619,6919
Karnataka,2021,2W,64647,2224
Odisha,2021,2W,64801,6671
Telangana,2016,3W,27806,6746
Rajasthan,2024,4W,88940,19182
Rajasthan,2020,4W,75298,20990
Tamil Nadu,2024,4W,126774,44377
Haryana,2022,2W,102422,23094
Telangana,2024,2W,133374,35301
Karnataka,2023,3W,63668,14658
Karnataka,2024,4W,127289,25856
Madhya Pradesh,2018,2W,92763,14845
Punjab,2023,3W,113212,30384
Telangana,2022,4W,99433,13064
Tamil Nadu,2018,4W,63091,10603
Haryana,2021,4W,92711,9809
Bihar,2020,2W,44635,14487
Odisha,2021,2W,46994,4177
Haryana,2022,3W,61063,13349
Kerala,2024,4W,56457,7294
Delhi,2017,3W,107808,9282
Madhya Pradesh,2024,3W,77108,14265
Rajasthan,2024,4W,75855,1814
Haryana,2018,2W,45308,8388
Gujarat,2021,3W,92432,16982
Uttar Pradesh,2020,2W,89350,14914
Kerala,2019,3W,31304,8566
Tamil Nadu,2016,3W,103222,25792
Jharkhand,2024,2W,49464,7520
Telangana,2022,2W,108415,28924
Gujarat,2021,4W,100240,11310
Rajasthan,2021,4W,125395,8719
Madhya Pradesh,2020,2W,35313,6872
Odisha,2024,3W,60628,2717
Madhya Pradesh,2017,2W,74707,5156
Maharashtra,2018,3W,68036,0
Telangana,2017,2W,106218,45363
Jharkhand,2024,4W,39317,7617
Assam,2017,2W,86773,4307
Odisha,2016,4W,27172,3985
Tamil Nadu,2022,2W,64152,8609
Jharkhand,2023,2W,60436,7859
Telangana,2020,2W,68796,7139
Karnataka,2022,2W,44086,14282
Tamil Nadu,2023,3W,76507,28090
Tamil Nadu,2020,3W,65191,14384
Bihar,2016,2W,76601,9730
Kerala,2019,4W,79445,15019
Telangana,2019,4W,75876,4971
Karnataka,2019,4W,71779,6706
Delhi,2023,3W,49174,3410
Odisha,2024,3W,112293,35735
Tamil Nadu,2018,4W,10708,418
Gujarat,2023,4W,113583,24829
Madhya Pradesh,2016,3W,74052,16193
Chhattisgarh,2016,4W,93874,3069
Assam,2017,3W,79734,19099
Rajasthan,2023,2W,67928,10452
Madhya Pradesh,2020,3W,39661,4231
Maharashtra,2020,4W,119323,8826
Telangana,2019,4W,91581,20905
Bihar,2016,2W,77502,19619
Gujarat,2020,4W,20732,4203
Rajasthan,2022,3W,26306,4114
Maharashtra,2021,2W,31952,1982
Kerala,2016,3W,78897,17728
Telangana,2018,4W,20295,4802
Telangana,2023,2W,98409,0
West Bengal,2021,3W,10287,4181
West Bengal,2017,4W,83113,20959
Bihar,2017,2W,124843,28915
Haryana,2019,3W,51731,12813
Haryana,2017,4W,133406,30501
Tamil Nadu,2017,4W,79149,7044
Haryana,2017,4W,100686,32564
Assam,2023,2W,123717,28295
Kerala,2022,3W,49109,15905
Chhattisgarh,2024,2W,84619,13056
Bihar,2023,2W,62242,18617
Uttar Pradesh,2020,2W,41991,6513
Delhi,2023,2W,87944,15863
Assam,2016,4W,97306,27329
Haryana,2018,3W,131393,12058
Gujarat,2024,3W,112262,21122
Punjab,2019,4W,105349,43852
Telangana,2017,4W,73464,25861
Jharkhand,2022,3W,77016,18997
Haryana,2019,4W,136823,25820
Delhi,2024,2W,111961,7976
Chhattisgarh,2024,3W,100181,25022
West Bengal,2023,4W,137464,42617
Bihar,2016,2W,23799,5973
Kerala,2021,2W,84435,5458
Chhattisgarh,2018,2W,110032,40276
Haryana,2017,2W,23699,3047
Punjab,2024,3W,76881,17921
Delhi,2023,4W,45991,4927
Chhattisgarh,2020,4W,100973,9100
Delhi,2017,3W,35052,6279
Rajasthan,2021,2W,66552,3057
Tamil Nadu,2016,4W,89814,8516
Gujarat,2024,4W,96417,10872
Gujarat,2019,3W,71573,10659
Uttar Pradesh,2016,2W,110075,16970
West Bengal,2024,3W,135788,19830
Uttar Pradesh,2017,4W,66235,20198
Haryana,2018,4W,106846,18345
Maharashtra,2017,2W,44173,1786
Punjab,2018,2W,96754,9464
Rajasthan,2020,4W,61805,18925
Telangana,2019,3W,84075,12027
Chhattisgarh,2023,3W,100555,12376
Karnataka,2018,2W,59359,25004
Rajasthan,2024,3W,96874,14350
Madhya Pradesh,2024,3W,72510,16560
Kerala,2017,3W,113603,1724
Telangana,2022,3W,39609,9521
Bihar,2024,2W,67684,18427
Rajasthan,2017,3W,80023,22652
Kerala,2017,2W,72674,14684
Delhi,2022,4W,74115,13230
Punjab,2022,4W,124741,24835
West Bengal,2016,3W,60336,20118
Odisha,2020,3W,100357,23436
Jharkhand,2020,4W,117925,15531
Kerala,2018,2W,109660,28044
Rajasthan,2022,4W,89306,13164
Karnataka,2024,3W,100705,15019
Karnataka,2017,3W,92948,27802
Maharashtra,2019,3W,77102,21378
Gujarat,2019,2W,75884,3781
Delhi,2021,4W,70724,16047
Jharkhand,2021,3W,96753,20824
Karnataka,2020,2W,9552,2695
Gujarat,2018,3W,109208,1598
Tamil Nadu,2022,3W,74500,19411
Haryana,2019,4W,108484,40773
Gujarat,2017,3W,53069,12576
Punjab,2016,2W,92992,10090
Tamil Nadu,2021,3W,69218,10191
Madhya Pradesh,2022,4W,117930,33260
West Bengal,2018,3W,88019,28902
Uttar Pradesh,2017,3W,47810,10136
Madhya Pradesh,2018,2W,81749,21461
Kerala,2022,4W,63155,13561
Maharashtra,2023,3W,34135,3590
Odisha,2019,4W,149774,38606
Tamil Nadu,2021,3W,44550,4193
Odisha,2021,3W,85141,15488
Odisha,2022,2W,89084,20474
Uttar Pradesh,2020,4W,78397,18469
Odisha,2020,2W,95773,1884
Bihar,2017,3W,93534,11812
West Bengal,2022,4W,105173,17859
Madhya Pradesh,2022,2W,82477,16763
Gujarat,2019,2W,34671,8405
Karnataka,2020,3W,101333,22162
Karnataka,2020,4W,73154,26297
Madhya Pradesh,2021,4W,95181,15700
Assam,2020,3W,126927,30884
Telangana,2016,4W,63159,20418
Kerala,2016,2W,94257,18347
Madhya Pradesh,2016,3W,109747,22104
Odisha,2017,4W,103887,15930
Chhattisgarh,2022,3W,95141,8256
Assam,2016,2W,114402,0
Chhattisgarh,2017,3W,71883,9146
Telangana,2016,3W,109373,26057
Tamil Nadu,2021,3W,92762,26146
